distance (m),altitude (m)
10779.05977,3690.72
10783.21281,3691.27
10787.38528,3691.82
10791.57721,3692.37
10795.78451,3692.92
10800.01533,3692.92
10804.26559,3693.49
10808.53529,3694.08
10812.82444,3694.68
10817.13172,3695.3
10821.45699,3695.3
10825.79892,3695.93
10830.15752,3696.55
10834.53279,3697.17
10838.9206,3697.77
10843.32643,3697.77
10847.74892,3698.37
10852.18808,3698.96
10856.64113,3699.55
10861.10948,3700.15
10865.59587,3700.15
10870.09614,3700.74
10874.61031,3701.35
10879.13836,3701.95
10883.6817,3702.55
10888.22271,3702.55
10892.76003,3703.15
10897.29364,3703.75
10901.8078,3704.33
10906.2956,3704.9
10910.74865,3704.9
10915.15169,3705.46
10919.50196,3706.02
10923.79389,3706.56
10928.02341,3707.09
10932.182,3707.09
10936.25724,3707.6
10940.24915,3708.09
10944.15495,3708.53
10947.96791,3708.95
10951.69869,3708.95
10955.3378,3709.36
10958.89635,3709.75
10962.38823,3710.16
10965.81517,3710.59
10969.17927,3710.59
10972.4878,3711.03
10975.738,3711.49
10978.93542,3711.94
10982.08187,3712.38
10985.17928,3712.38
10988.22391,3712.78
10991.21576,3713.16
10994.15761,3713.5
10997.04857,3713.8
10999.89041,3713.8
11002.68225,3714.09
11005.42408,3714.36
11008.11869,3714.64
11010.76249,3714.93
11013.37098,3714.93
11015.94892,3715.25
11018.50741,3715.58
11021.05201,3715.94
11023.5875,3716.31
11026.12654,3716.31
11028.68503,3716.68
11031.26019,3717.04
11033.85757,3717.4
11036.48471,3717.75
11039.12931,3717.75
11041.79614,3718.09
11044.47131,3718.42
11047.14369,3718.75
11049.81248,3719.08
11052.4682,3719.08
11055.09614,3719.4
11057.69908,3719.71
11060.26868,3720.03
11062.80139,3720.34
11065.30432,3720.34
11067.7767,3720.66
11070.21296,3720.97
11072.61032,3721.28
11074.96531,3721.56
11077.27656,3721.56
11079.54058,3721.84
11081.75739,3722.1
11083.92696,3722.35
11086.04311,3722.61
11088.10713,3722.61
11090.11836,3722.87
11092.07126,3723.12
11093.95749,3723.38
11095.77093,3723.62
11097.52104,3723.62
11099.19614,3723.84
11100.80457,3724.05
11102.34911,3724.25
11103.82653,3724.43
11105.25162,3724.43
11106.6267,3724.6
11107.96011,3724.76
11109.25742,3724.9
11110.52655,3725.04
11111.75718,3725.04
11112.95725,3725.15
11114.12121,3725.24
11115.24628,3725.33
11116.33491,3725.41
11117.38497,3725.41
11118.39892,3725.48
11119.37676,3725.57
11120.31848,3725.67
11121.23215,3725.78
11122.11831,3725.78
11122.97392,3725.91
11123.81564,3726.04
11124.66014,3726.18
11125.5127,3726.3
11126.37942,3726.3
11127.27948,3726.42
11128.20176,3726.52
11129.1407,3726.61
11130.0988,3726.69
11131.06553,3726.69
11132.04059,3726.78
11133.02398,3726.89
11134.02127,3727.02
11135.03768,3727.19
11136.08497,3727.19
11137.17393,3727.38
11138.31011,3727.6
11139.49907,3727.82
11140.74599,3728.04
11142.0544,3728.04
11143.41837,3728.23
11144.84346,3728.4
11146.33522,3728.54
11147.89317,3728.67
11149.51827,3728.67
11151.21004,3728.79
11152.97126,3728.9
11154.80192,3729.01
11156.69868,3729.11
11158.65991,3729.11
11160.68226,3729.23
11162.76572,3729.36
11164.9103,3729.51
11167.11254,3729.67
11169.37378,3729.67
11171.69059,3729.86
11174.06296,3730.04
11176.49366,3730.23
11178.98472,3730.41
11181.52654,3730.41
11184.11837,3730.59
11186.75742,3730.76
11189.44092,3730.94
11192.16525,3731.14
11194.93486,3731.14
11197.74893,3731.38
11200.60466,3731.65
11203.49928,3731.96
11206.43467,3732.3
11209.40707,3732.3
11212.42393,3732.65
11215.47133,3733.03
11218.54652,3733.4
11221.64576,3733.77
11224.74873,3733.77
11227.84614,3734.14
11230.92966,3734.49
11233.98263,3734.84
11236.993,3735.17
11239.97096,3735.17
11242.89892,3735.48
11245.77965,3735.77
11248.61316,3736.03
11251.39859,3736.28
11254.13765,3736.28
11256.82114,3736.51
11259.45464,3736.73
11262.04368,3736.95
11264.58473,3737.17
11267.08211,3737.17
11269.54337,3737.4
11271.96574,3737.63
11274.34922,3737.86
11276.69309,3738.07
11278.99045,3738.07
11281.24337,3738.26
11283.44628,3738.44
11285.59363,3738.59
11287.68201,3738.73
11289.71269,3738.73
11291.68503,3738.86
11293.59348,3738.98
11295.43248,3739.09
11297.20427,3739.2
11298.91271,3739.2
11300.55726,3739.3
11302.14624,3739.42
11303.68522,3739.54
11305.1793,3739.68
11306.63773,3739.68
11308.07393,3739.83
11309.48234,3739.99
11310.86298,3740.14
11312.21821,3740.29
11313.54329,3740.29
11314.83781,3740.44
11316.10734,3740.58
11317.35186,3740.7
11318.571,3740.83
11319.77108,3740.83
11320.95726,3740.94
11322.13233,3741.06
11323.29629,3741.17
11324.44879,3741.27
11325.59886,3741.27
11326.74615,3741.39
11327.89483,3741.51
11329.0449,3741.64
11330.1974,3741.78
11331.36136,3741.78
11332.55032,3741.93
11333.76428,3742.08
11335.00047,3742.21
11336.26127,3742.31
11337.56413,3742.31
11338.91421,3742.39
11340.31152,3742.45
11341.75327,3742.5
11343.23625,3742.56
11344.76967,3742.56
11346.36144,3742.64
11348.00876,3742.74
11349.70608,3742.87
11351.44733,3743.01
11353.24744,3743.01
11355.11977,3743.15
11357.05322,3743.3
11359.04223,3743.45
11361.08896,3743.61
11363.18075,3743.61
11365.31144,3743.78
11367.47546,3743.96
11369.66726,3744.14
11371.87783,3744.33
11374.12519,3744.33
11376.40033,3744.51
11378.71158,3744.71
11381.06728,3744.93
11383.47503,3745.19
11385.92518,3745.19
11388.41977,3745.48
11390.95604,3745.82
11393.5312,3746.19
11396.13612,3746.58
11398.78072,3746.58
11401.46422,3746.99
11404.18661,3747.41
11406.94789,3747.83
11409.74998,3748.24
11412.5946,3748.24
11415.48089,3748.64
11418.40606,3749.05
11421.37013,3749.45
11424.3694,3749.86
11427.4057,3749.86
11430.48089,3750.27
11433.58941,3750.69
11436.72849,3751.11
11439.89438,3751.53
11443.08902,3751.53
11446.30589,3751.96
11449.54775,3752.39
11452.81184,3752.82
11456.09715,3753.26
11459.40568,3753.26
11462.73922,3753.7
11466.09498,3754.13
11469.47574,3754.56
11472.88047,3754.97
11476.29179,3754.97
11479.70866,3755.38
11483.12276,3755.77
11486.52019,3756.16
11489.89714,3756.55
11493.24179,3756.55
11496.53644,3756.94
11499.78108,3757.34
11502.9785,3757.75
11506.1194,3758.16
11509.21403,3758.16
11512.25033,3758.58
11515.23384,3758.99
11518.16735,3759.4
11521.05276,3759.81
11523.88349,3759.81
11526.65866,3760.2
11529.37549,3760.58
11532.03121,3760.94
11534.62502,3761.3
11537.15295,3761.3
11539.61144,3761.64
11541.99769,3761.98
11544.31172,3762.29
11546.55006,3762.59
11548.71131,3762.59
11550.78921,3762.86
11552.78595,3763.1
11554.70332,3763.33
11556.53898,3763.54
11558.30074,3763.54
11559.98088,3763.75
11561.5916,3763.96
11563.13661,3764.18
11564.61958,3764.41
11566.04788,3764.41
11567.4281,3764.64
11568.76388,3764.87
11570.0588,3765.09
11571.31961,3765.29
11572.53672,3765.29
11573.71143,3765.47
11574.84449,3765.62
11575.93655,3765.76
11576.99185,3765.87
11578.01167,3765.87
11578.99754,3765.98
11579.95842,3766.08
11580.90043,3766.2
11581.83631,3766.32
11582.76165,3766.32
11583.68365,3766.46
11584.6112,3766.61
11585.54765,3766.76
11586.5002,3766.9
11587.47555,3766.9
11588.48086,3767.03
11589.51117,3767.15
11590.56433,3767.26
11591.64185,3767.37
11592.73391,3767.37
11593.83087,3767.48
11594.93893,3767.6
11596.05878,3767.73
11597.19184,3767.88
11598.34504,3767.88
11599.53086,3768.04
11600.75279,3768.2
11602.01992,3768.36
11603.33626,3768.52
11604.70899,3768.52
11606.14197,3768.68
11607.63883,3768.86
11609.20051,3769.04
11610.81956,3769.24
11612.50629,3769.24
11614.26419,3769.45
11616.09152,3769.66
11617.99222,3769.88
11619.96118,3770.1
11621.99804,3770.1
11624.10031,3770.31
11626.26367,3770.53
11628.4867,3770.76
11630.76115,3770.99
11633.09256,3770.99
11635.47531,3771.25
11637.90805,3771.52
11640.39229,3771.79
11642.925,3772.08
11645.50373,3772.08
11648.12531,3772.38
11650.78855,3772.68
11653.49509,3772.98
11656.23887,3773.29
11659.01766,3773.29
11661.83364,3773.61
11664.67461,3773.94
11667.53677,3774.26
11670.41385,3774.58
11673.28573,3774.58
11676.14892,3774.9
11678.99545,3775.21
11681.81315,3775.53
11684.59025,3775.84
11687.33014,3775.84
11690.0156,3776.17
11692.65939,3776.48
11695.26312,3776.79
11697.81806,3777.07
11700.36065,3777.07
11702.89615,3777.34
11705.43719,3777.61
11707.99924,3777.9
11710.59305,3778.22
11713.22179,3778.22
11715.89614,3778.58
11718.61492,3778.98
11721.37982,3779.4
11724.18747,3779.82
11727.03851,3779.82
11729.93225,3780.21
11732.86487,3780.58
11735.8354,3780.93
11738.83467,3781.27
11741.87189,3781.27
11744.92948,3781.61
11748.01761,3781.97
11751.15209,3782.34
11754.33187,3782.73
11757.55527,3782.73
11760.81837,3783.13
11764.11756,3783.54
11767.45212,3783.94
11770.81796,3784.33
11774.21643,3784.33
11777.63504,3784.72
11781.08142,3785.12
11784.56047,3785.52
11788.06795,3785.94
11791.60813,3785.94
11795.1767,3786.36
11798.77582,3786.8
11802.40493,3787.23
11806.05959,3787.65
11809.73872,3787.65
11813.43781,3788.07
11817.15913,3788.49
11820.90494,3788.91
11824.66514,3789.34
11828.44708,3789.34
11832.24337,3789.77
11836.05911,3790.22
11839.89385,3790.68
11843.74568,3791.16
11847.61654,3791.16
11851.49893,3791.63
11855.39798,3792.11
11859.31608,3792.58
11863.24845,3793.04
11867.1999,3793.04
11871.16837,3793.49
11875.15351,3793.95
11879.16331,3794.4
11883.19288,3794.86
11887.24437,3794.86
11891.31282,3795.33
11895.39793,3795.81
11899.50221,3796.3
11903.61788,3796.8
11907.75272,3796.8
11911.90449,3797.31
11916.07014,3797.83
11920.25222,3798.37
11924.44564,3798.92
11928.6444,3798.92
11932.83643,3799.48
11937.0243,3800.05
11941.19805,3800.6
11945.34426,3801.15
11949.46521,3801.15
11953.54755,3801.69
11957.58823,3802.21
11961.58414,3802.71
11965.52484,3803.19
11969.41237,3803.19
11973.22811,3803.66
11976.97719,3804.12
11980.66188,3804.57
11984.27488,3805.02
11987.81785,3805.02
11991.28645,3805.45
11994.68006,3805.89
11997.99516,3806.31
12001.22771,3806.71
12004.39276,3806.71
12007.48367,3807.1
12010.51071,3807.47
12013.48124,3807.82
12016.39164,3808.16
12019.2399,3808.16
12022.03089,3808.47
12024.758,3808.76
12027.40619,3809.01
12029.95835,3809.23
12032.43981,3809.23
12034.84756,3809.41
12037.18865,3809.58
12039.46726,3809.75
12041.68339,3809.93
12043.83696,3809.93
12045.93367,3810.12
12047.96928,3810.34
12049.93945,3810.57
12051.83898,3810.81
12053.67577,3810.81
12055.45033,3811.04
12057.18324,3811.26
12058.88387,3811.26
12060.55012,3811.44
12062.18406,3811.44
12063.78644,3811.44
12065.33329,3811.59
12066.81161,3811.69
12068.21126,3811.77
12069.49507,3811.83
12070.67811,3811.95
12071.80839,3812.02
12072.8949,3812.08
12073.94742,3812.14
12074.97835,3812.14
12075.98922,3812.14
12076.98064,3812.2
12077.956,3812.2
12078.90855,3812.25
12079.83111,3812.25
12080.72533,3812.32
12081.59734,3812.41
12082.45321,3812.52
12083.29745,3812.65
12084.14776,3812.65
12085.00311,3812.79
12085.87512,3812.94
12086.77545,3813.08
12087.7141,3813.23
12088.69502,3813.23
12089.72532,3813.39
12090.80839,3813.55
12091.95048,3813.73
12093.15018,3813.92
12094.4062,3813.92
12095.71421,3814.12
12097.07222,3814.31
12098.47829,3814.5
12099.93071,3814.68
12101.42848,3814.68
12102.96699,3814.84
12104.55272,3814.99
12106.18943,3815.13
12107.86957,3815.27
12109.60632,3815.27
12111.4031,3815.42
12113.26098,3815.58
12115.18113,3815.75
12117.16398,3815.94
12119.20917,3815.94
12121.31144,3816.15
12123.47202,3816.37
12125.69228,3816.59
12127.97505,3816.83
12130.35926,3817.07
12132.84199,3817.58
12135.38581,3817.84
12137.97565,3818.12
12140.60001,3818.41
12143.24542,3818.41
12145.91144,3818.41
12148.59689,3818.72
12151.30622,3818.72
12154.03611,3819.04
12156.80934,3819.04
12159.61699,3819.37
12162.46074,3819.72
12165.34513,3820.07
12168.27219,3820.44
12171.27329,3820.81
12174.30311,3821.19
12177.35514,3821.58
12180.43404,3821.58
12183.53607,3821.98
12186.67332,3821.98
12189.842,3822.38
12193.04121,3822.79
12196.27295,3823.19
12199.53049,3823.58
12202.81781,3823.58
12206.12811,3823.97
12209.46341,3824.36
12212.82575,3824.75
12216.21659,3825.14
12219.66507,3825.56
12223.16699,3826.42
12226.69669,3826.87
12230.23131,3827.32
12233.75962,3827.76
12237.28591,3827.76
12240.78783,3828.18
12244.27309,3828.6
12247.74103,3829.01
12251.18186,3829.42
12254.61089,3829.42
12258.03228,3829.82
12261.44811,3830.22
12264.86325,3830.64
12268.27353,3831.06
12271.69144,3831.06
12275.11561,3831.5
12278.5481,3831.95
12281.98825,3831.95
12285.43186,3832.4
12288.89146,3832.4
12292.36005,3832.4
12295.84254,3832.86
12299.34104,3833.33
12302.85407,3833.81
12306.3748,3833.81
12309.89617,3834.28
12313.40642,3834.75
12316.89103,3835.64
12320.3513,3835.64
12323.78589,3836.06
12327.18228,3836.06
12330.50647,3836.47
12333.70486,3837.26
12336.768,3838.05
12339.75521,3838.05
12342.66283,3838.43
12345.51213,3838.78
12348.3215,3838.78
12351.08193,3839.11
12353.79404,3839.11
12356.45172,3839.11
12358.97333,3839.7
12361.29362,3839.99
12363.44865,3840.61
12365.52163,3840.61
12367.51559,3840.95
12369.42901,3841.31
12371.2658,3841.65
12373.02925,3841.99
12374.7132,3841.99
12376.30448,3842.29
12377.81245,3842.56
12379.24908,3842.79
12380.61542,3843
12381.92145,3843
12383.17392,3843.19
12384.37641,3843.37
12385.53239,3843.56
12386.65156,3843.75
12387.72417,3843.75
12388.75725,3843.95
12389.75145,3844.14
12390.71014,3844.33
12391.64047,3844.51
12392.54635,3844.51
12393.43503,3844.67
12394.30704,3844.82
12395.16013,3844.95
12395.99326,3845.08
12396.81856,3845.08
12397.64521,3845.21
12398.47371,3845.33
12399.30457,3845.47
12400.14603,3845.63
12401.0019,3845.63
12401.87669,3845.8
12402.77091,3846
12403.68513,3846.21
12404.61824,3846.42
12405.58248,3846.42
12406.57391,3846.62
12407.60143,3846.82
12408.66849,3847.01
12409.77933,3847.18
12410.93253,3847.18
12412.13502,3847.36
12413.39026,3847.55
12414.69352,3847.73
12416.04597,3847.91
12417.45482,3847.91
12418.91835,3848.08
12420.43742,3848.25
12422.013,3848.41
12423.64038,3848.57
12425.32711,3848.57
12427.06835,3848.75
12428.86791,3848.93
12430.7297,3849.12
12432.6459,3849.32
12434.62162,3849.32
12436.66001,3849.54
12438.75672,3849.77
12440.90751,3850.02
12443.11253,3850.28
12445.37169,3850.28
12447.68501,3850.54
12450.04833,3850.81
12452.4631,3851.08
12454.92361,3851.35
12457.4273,3851.35
12459.96557,3851.63
12462.54272,3851.93
12465.15757,3852.26
12467.80137,3852.63
12470.46901,3852.63
12473.15446,3852.63
12475.86214,3853.02
12478.59647,3853.02
12481.35413,3853.42
12484.15516,3853.42
12486.99891,3853.82
12489.88431,3854.22
12492.81039,3854.61
12495.77355,3855
12498.79688,3855.4
12501.87946,3856.21
12504.99814,3856.61
12508.14374,3857.01
12511.31241,3857.39
12514.50802,3857.39
12517.72668,3857.76
12520.97033,3858.13
12524.24376,3858.49
12527.54017,3858.87
12530.86361,3858.87
12534.21279,3859.25
12537.58142,3859.64
12540.96043,3860.04
12544.34294,3860.44
12547.71639,3860.44
12551.06835,3860.84
12554.39254,3861.24
12557.67986,3861.63
12560.9124,3862.02
12564.10246,3862.02
12567.23225,3862.39
12570.3065,3862.76
12573.33261,3863.12
12576.30688,3863.47
12579.26074,3863.47
12582.1878,3863.47
12585.09543,3863.83
12587.98259,3863.83
12590.84023,3864.19
12593.62736,3864.56
12596.37669,3864.94
12599.09269,3864.94
12601.78257,3865.31
12604.43748,3865.68
12607.03843,3865.68
12609.57114,3866.04
12612.03721,3866.37
12614.43253,3866.68
12616.7403,3866.97
12618.9022,3867.23
12620.99613,3867.47
12623.03453,3867.47
12625.02136,3867.7
12626.94034,3867.91
12628.70487,3868.12
12630.40168,3868.33
12632.0485,3868.33
12633.64909,3868.54
12635.19316,3868.75
12636.62146,3868.95
12637.92669,3869.31
12639.15139,3869.43
12640.31849,3869.52
12641.42933,3869.59
12642.49361,3869.59
12643.51836,3869.65
12644.50423,3869.71
12645.45735,3869.78
12646.38213,3869.88
12647.29635,3869.88
12648.19613,3869.88
12649.08758,3869.99
12649.96846,3869.99
12650.83769,3870.1
12651.69078,3870.21
12652.54613,3870.41
12653.42369,3870.5
12654.31846,3870.59
12655.23213,3870.69
12656.16303,3870.69
12657.10724,3870.69
12658.07089,3870.8
12659.05736,3870.8
12660.07378,3870.92
12661.19086,3871.06
12662.40723,3871.35
12663.69303,3871.49
12665.02407,3871.61
12666.39318,3871.73
12667.81314,3871.73
12669.28223,3871.84
12670.80408,3871.95
12672.38243,3872.09
12674.01259,3872.25
12675.7021,3872.25
12677.44612,3872.43
12679.24568,3872.64
12681.10191,3872.86
12683.01256,3873.09
12684.97995,3873.09
12687.00167,3873.33
12689.07894,3873.57
12691.21306,3873.81
12693.40419,3874.07
12695.64668,3874.07
12697.94056,3874.34
12700.27888,3874.62
12702.66309,3874.91
12705.08472,3875.22
12707.54395,3875.22
12710.02946,3875.55
12712.54551,3875.89
12715.09366,3876.26
12717.66804,3876.63
12720.27732,3876.63
12722.92112,3877.01
12725.59825,3877.37
12728.31035,3877.72
12731.06246,3878.03
12733.84681,3878.03
12736.65723,3878.34
12739.4871,3878.63
12742.33258,3878.63
12745.19022,3878.92
12748.06072,3878.92
12750.94057,3878.92
12753.83708,3879.22
12756.7576,3879.53
12759.70132,3879.85
12762.66908,3880.16
12765.62391,3880.77
12768.55653,3881.07
12771.47982,3881.07
12774.39022,3881.37
12777.28295,3881.37
12780.15447,3881.37
12782.97878,3881.66
12785.7409,3882.26
12788.47634,3882.26
12791.19123,3882.57
12793.88223,3882.57
12796.52048,3882.88
12799.10754,3883.52
12801.66802,3883.52
12804.20506,3883.84
12806.71556,3883.84
12809.16774,3884.15
12811.54083,3884.77
12813.85416,3885.42
12816.14944,3885.42
12818.42944,3885.77
12820.70111,3886.13
12822.97694,3886.5
12825.26249,3886.86
12827.56334,3886.86
12829.88499,3887.22
12832.23442,3887.58
12834.61584,3887.93
12837.03192,3888.27
12839.48282,3888.27
12841.97388,3888.61
12844.49826,3888.94
12847.05197,3889.26
12849.63468,3889.57
12852.24952,3889.57
12854.88499,3889.86
12857.54545,3890.15
12860.24088,3890.44
12862.97077,3890.73
12865.73567,3890.73
12868.54332,3891.04
12871.38429,3891.37
12874.25201,3891.72
12877.12909,3892.1
12880.01903,3892.1
12882.90444,3892.49
12885.78707,3892.9
12888.66312,3893.31
12891.52076,3893.73
12894.38292,3893.73
12897.24611,3894.16
12900.11763,3894.58
12903.00757,3895
12905.92353,3895.41
12908.85238,3895.41
12911.79888,3895.81
12914.75927,3896.18
12917.7298,3896.52
12920.70408,3896.84
12923.68572,3896.84
12926.66833,3897.14
12929.65649,3897.43
12932.66036,3897.72
12935.67629,3898.03
12938.70518,3898.03
12941.74333,3898.36
12944.79814,3898.7
12947.87148,3899.07
12950.9624,3899.45
12954.07743,3899.45
12957.21277,3899.84
12960.37311,3900.26
12963.5715,3900.71
12966.80682,3901.2
12970.07747,3901.2
12973.38222,3901.73
12976.72307,3902.28
12980.0993,3902.86
12983.50958,3903.43
12986.95807,3903.43
12990.43499,3903.99
12993.94247,3904.53
12997.47988,3905.04
13001.04567,3905.54
13004.63866,3905.54
13008.25444,3906.02
13011.89244,3906.5
13015.55489,3906.98
13019.23455,3907.47
13022.93868,3907.47
13026.66277,3907.95
13030.4063,3908.44
13034.17435,3908.91
13037.96231,3909.38
13041.77482,3909.38
13045.60722,3909.84
13049.45906,3910.29
13053.3327,3910.74
13057.22064,3911.19
13061.11928,3911.19
13065.02666,3911.65
13068.93127,3912.12
13072.82714,3912.61
13076.70119,3913.09
13080.54426,3913.09
13084.33501,3913.58
13088.07298,3914.07
13091.74655,3914.54
13095.34289,3915.01
13098.86918,3915.01
13102.31001,3915.46
13105.67308,3915.9
13108.95761,3916.32
13112.15683,3916.73
13115.28854,3916.73
13118.3489,3917.12
13121.34261,3917.51
13124.27146,3917.88
13127.13465,3918.24
13129.92734,3918.24
13132.6489,3918.59
13135.29547,3918.93
13137.86308,3919.26
13140.34303,3919.58
13142.78559,3919.58
13145.18778,3919.58
13147.54832,3919.87
13149.87139,3919.87
13152.14028,3920.15
13154.25216,3920.4
13156.19613,3920.84
13158.05124,3921.03
13159.86857,3921.03
13161.64314,3921.18
13163.3771,3921.18
13165.06836,3921.18
13166.65408,3921.3
13168.10461,3921.46
13169.43762,3921.58
13170.71864,3921.58
13171.95723,3921.65
13173.15138,3921.73
13174.29903,3921.81
13175.40431,3921.89
13176.45748,3921.89
13177.45445,3921.94
13178.407,3921.97
13179.324,3921.99
13180.21267,3921.99
13181.08799,3921.99
13181.95445,3921.99
13182.82646,3922.01
13183.71289,3922.05
13184.61823,3922.13
13185.53801,3922.13
13186.47112,3922.13
13187.42088,3922.23
13188.39346,3922.23
13189.39044,3922.35
13190.47695,3922.5
13191.64611,3922.83
13192.86526,3923.02
13194.12127,3923.21
13195.4154,3923.41
13196.74922,3923.41
13198.12111,3923.58
13199.52077,3923.73
13200.94629,3923.73
13202.39316,3923.85
13203.86314,3923.85
13205.35722,3923.85
13206.89296,3923.95
13208.48798,3924.05
13210.14869,3924.14
13211.92434,3924.25
13213.82388,3924.51
13215.79284,3924.67
13217.79357,3924.67
13219.82641,3924.85
13221.89383,3924.85
13223.99332,3924.85
13226.1428,3925.03
13228.35194,3925.23
13230.62083,3925.42
13232.9439,3925.42
13235.31832,3925.62
13237.74273,3925.83
13240.21308,3926.05
13242.72913,3926.28
13245.33842,3926.53
13248.04054,3927.07
13250.80653,3927.38
13253.61867,3927.72
13256.4763,3928.09
13259.37737,3928.09
13262.31554,3928.5
13265.29259,3928.93
13268.30758,3929.39
13271.35961,3929.86
13274.4274,3929.86
13277.50998,3929.86
13280.60923,3930.33
13283.72703,3930.33
13286.8596,3930.79
13290.01354,3931.24
13293.15999,3931.67
13296.29533,3931.67
13299.41314,3932.1
13302.4985,3932.51
13305.48293,3932.92
13308.31834,3933.7
13311.06212,3934.07
13313.76589,3934.07
13316.42357,3934.42
13319.03286,3934.42
13321.58779,3934.42
13324.06774,3934.75
13326.45195,3935.07
13328.72639,3935.37
13330.82438,3935.65
13332.84333,3935.92
13334.80397,3935.92
13336.71022,3936.16
13338.55699,3936.39
13340.31597,3936.39
13341.98778,3936.6
13343.57351,3936.79
13345.07128,3936.96
13346.47927,3937.1
13347.80475,3937.1
13349.03779,3937.21
13350.15418,3937.29
13351.17955,3937.42
13352.17098,3937.42
13353.13522,3937.49
13354.07943,3937.49
13354.97644,3937.57
13355.84064,3937.76
13356.69044,3937.98
13357.53797,3937.98
13358.38776,3937.98
13359.24033,3938.07
13360.09898,3938.07
13360.96543,3938.15
13361.87132,3938.22
13362.83497,3938.36
13363.84584,3938.45
13364.89067,3938.56
13365.96818,3938.68
13367.08248,3938.68
13368.23497,3938.81
13369.42635,3938.94
13370.65736,3939.07
13371.92927,3939.2
13373.24642,3939.2
13374.60997,3939.35
13376.02074,3939.5
13377.47683,3939.68
13378.97646,3939.88
13380.50202,3939.88
13382.05442,3939.88
13383.63459,3940.09
13385.24351,3940.09
13386.88755,3940.33
13388.65209,3940.57
13390.54607,3941.06
13392.52614,3941.3
13394.56856,3941.53
13396.67082,3941.74
13398.82161,3941.74
13401.01829,3941.94
13403.24553,3942.14
13405.49357,3942.14
13407.75691,3942.33
13410.04108,3942.33
13412.34052,3942.33
13414.65662,3942.53
13416.99081,3942.72
13419.33468,3942.93
13421.68276,3942.93
13424.02386,3943.14
13426.36217,3943.35
13428.70053,3943.58
13431.03607,3943.82
13433.37582,3943.82
13435.71691,3944.06
13438.06911,3944.31
13440.43943,3944.57
13442.83051,3944.81
13445.24528,3944.81
13447.68635,3945.04
13450.14964,3945.26
13452.63388,3945.45
13455.13883,3945.63
13457.65642,3945.63
13460.17525,3945.79
13462.70241,3945.96
13465.24223,3946.14
13467.7916,3946.35
13470.35921,3946.35
13472.94747,3946.58
13475.56072,3946.84
13478.20335,3947.11
13480.87214,3947.38
13483.57313,3947.38
13486.3058,3947.63
13489.07179,3947.84
13491.87559,3948.01
13494.71934,3948.15
13497.60373,3948.15
13500.52524,3948.26
13503.48841,3948.35
13506.49506,3948.43
13509.54432,3948.51
13512.63712,3948.51
13515.76969,3948.59
13518.94391,3948.68
13522.15898,3948.76
13525.40819,3948.86
13528.6955,3948.86
13532.01413,3948.95
13535.36332,3949.04
13538.74511,3949.13
13542.15539,3949.23
13545.62333,3949.33
13549.11692,3949.44
13552.62995,3949.44
13556.16735,3949.55
13559.72204,3949.65
13563.30947,3949.65
13566.92803,3949.75
13570.57436,3949.85
13574.25348,3949.96
13577.95536,3950.07
13581.68728,3950.07
13585.44469,3950.2
13589.2271,3950.33
13593.03683,3950.46
13596.86923,3950.59
13600.72898,3950.59
13604.60859,3950.71
13608.51041,3950.84
13612.43685,3950.98
13616.38311,3951.14
13620.354,3951.14
13624.3447,3951.3
13628.35483,3951.48
13632.38964,3951.66
13636.44698,3951.85
13640.50958,3951.85
13644.57248,3952.03
13648.62704,3952.22
13652.66185,3952.4
13656.66088,3952.57
13660.63177,3952.57
13664.55304,3952.74
13668.42987,3952.9
13672.27016,3953.05
13676.06924,3953.2
13679.82895,3953.2
13683.54193,3953.33
13687.21326,3953.46
13690.84236,3953.59
13694.42482,3953.72
13697.97056,3953.72
13701.47804,3953.84
13704.95497,3953.97
13708.41457,3954.1
13711.85539,3954.24
13715.29276,3954.24
13718.73359,3954.37
13722.18553,3954.5
13725.65346,3954.62
13729.14428,3954.74
13732.65667,3954.74
13736.1947,3954.85
13739.75772,3954.96
13743.34792,3955.08
13746.9637,3955.21
13750.6067,3955.21
13754.2697,3955.36
13757.95769,3955.52
13761.67572,3955.69
13765.41647,3955.86
13769.18729,3955.86
13772.98637,3956.03
13776.81321,3956.19
13780.67018,3956.34
13784.55256,3956.48
13788.46233,3956.48
13792.3947,3956.62
13796.35484,3956.75
13800.34242,3956.87
13804.35532,3957
13808.39291,3957
13812.45581,3957.12
13816.54092,3957.26
13820.64798,3957.39
13824.77198,3957.54
13828.92072,3957.54
13833.08637,3957.68
13837.27146,3957.83
13841.48133,3957.97
13845.71085,3958.12
13849.96241,3958.12
13854.23359,3958.28
13858.52421,3958.44
13862.8369,3958.61
13867.16362,3958.79
13871.50966,3958.79
13875.87248,3958.96
13880.24641,3959.14
13884.6244,3959.32
13889.00111,3959.5
13893.3666,3959.5
13897.70443,3959.67
13902.01171,3959.83
13906.28828,3959.99
13910.5178,3960.14
13914.70822,3960.14
13918.8461,3960.27
13922.93677,3960.4
13926.98547,3960.51
13930.98727,3960.62
13934.94706,3960.62
13938.86277,3960.71
13942.73404,3960.79
13946.56322,3960.86
13950.3373,3960.92
13954.01643,3960.97
13957.64887,3961.01
13961.25077,3961.01
13964.82152,3961.04
13968.35955,3961.08
13971.85805,3961.08
13975.31554,3961.11
13978.73971,3961.13
13982.13539,3961.15
13985.49846,3961.17
13988.84691,3961.17
13992.17943,3961.18
13995.50362,3961.19
13998.83261,3961.2
